id,Woi,CAPEX,Crusher1,microwave_choice,ore_sorter_choice,screen1_choice,part2_choice,Jb1,Screen2,crusher2_choice,Crusher2,part3_choice,primary_bm_BallMill,primary_bm_CS_sim,Screen1,HPGR,hpgr_fsp,hpgr_U
239,11.30925619,85.11965296,9,with,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
240,15.99062443,1890.763809,6,without,without,without,HPGR,,5,,,BallMill,27,0.7,,7,4.348820316,2.303491696
241,12.12578939,1749.378491,9,with,without,without,SAG,11.15223903,4,with,2,BallMill,27,0.778934072,,,,
242,11.23583822,2060.137509,5,with,without,without,CAHM,14.78036812,4,,,BallMill,27,0.745200627,,,,
243,12.01263943,520.7974153,1,without,with,without,CAHM,10.81609284,1,,,Mono_Roll,31,0.750388712,,,,
244,13.07678865,857.7099341,9,with,with,without,SAG,14,1,with,0,BallMill,27,0.753695645,,,,
245,9.837519764,112.014572,9,with,without,without,SAG,17.77946351,4,without,,HPGR_Fines,27,0.723420983,,,,
246,11.6439936,157.069287,9,without,without,without,SAG,14,4,with,3,HPGR_Fines,27,0.7,,,,
247,14.79914965,67.80386184,9,without,without,without,SAG,15.36510088,1,with,0,Mono_Roll,27,0.750388712,,,,
248,12.52416609,121.2476405,9,without,without,without,SAG,15.26511836,0,with,0,HPGR_Fines,30,0.7,,,,
249,11.30925619,85.11965296,9,with,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
250,9.150806145,1675.435255,5,with,with,without,CAHM,14.3291247,4,,,HPGR_Fines,35,0.7,,,,
251,8.099297187,568.8169054,0,with,without,without,CAHM,12.27641874,8,,,HPGR_Fines,31,0.779763756,,,,
252,13.8887941,65.47235514,9,without,with,without,SAG,15.95780042,4,without,,Mono_Roll,27,0.7,,,,
253,11.10071143,90.2751646,9,with,without,without,CAHM,15.87482406,4,,,BallMill,27,0.7,,,,
254,12.34763191,592.5486589,8,without,with,without,CAHM,14,4,,,BallMill,27,0.7,,,,
255,14.02422291,82.55781923,9,without,with,without,CAHM,12.27641874,3,,,BallMill,31,0.69092156,,,,
256,7.474354281,99.58066226,9,without,without,without,CAHM,12.27641874,4,,,HPGR_Fines,27,0.7,,,,
257,9.846831944,1607.800313,5,with,without,without,SAG,14.3291247,4,with,5,HPGR_Fines,27,0.730541648,,,,
258,14.82674538,1393.135202,6,without,without,without,SAG,15.36510088,4,with,0,Mono_Roll,27,0.754796261,,,,
259,7.834241152,564.9568187,0,with,without,without,CAHM,14,4,,,HPGR_Fines,30,0.684163408,,,,
260,8.741687047,95.85248509,9,with,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.7,,,,
261,10.00383522,77.44327141,9,without,with,without,CAHM,12.39324995,4,,,Mono_Roll,27,0.702988399,,,,
262,8.81875363,1440.97716,6,without,without,without,CAHM,16.54486029,4,,,HPGR_Fines,29,0.7,,,,
263,9.383318221,102.20078,9,with,without,without,CAHM,14.3291247,1,,,Mono_Roll,27,0.690778497,,,,
264,9.903523608,70.68766851,10,without,without,without,CAHM,12.33223549,4,,,Mono_Roll,27,0.69092156,,,,
265,12.05543428,85.14498454,10,with,without,without,SAG,16.41870453,4,with,5,Mono_Roll,28,0.730473287,,,,
266,6.961161924,140.0085466,9,with,without,without,CAHM,10.58718869,1,,,HPGR_Fines,29,0.69092156,,,,
267,10.33936091,524.3689367,1,without,with,without,SAG,12.33223549,1,with,9,HPGR_Fines,27,0.69092156,,,,
268,8.882261627,615.0169552,9,with,without,without,HPGR,,5,,,HPGR_Fines,27,0.745200627,,7,2.422683991,0.627976984
269,14.41753385,53.02637032,9,without,without,without,SAG,12.27641874,8,without,,BallMill,27,0.7,,,,
270,10.28116029,86.66186545,9,without,without,without,SAG,12.27641874,8,without,,HPGR_Fines,27,0.700813976,,,,
271,12.63191311,1432.227186,6,with,without,without,SAG,14,4,without,,Mono_Roll,32,0.7,,,,
272,12.24699885,103.837179,9,without,without,without,SAG,15.36510088,5,with,2,HPGR_Fines,29,0.7,,,,
273,11.89041793,93.11830626,9,without,with,without,SAG,14.3291247,4,with,5,HPGR_Fines,27,0.7,,,,
274,12.62275272,99.03983829,9,with,without,without,SAG,13.77074644,4,without,,Mono_Roll,31,0.69092156,,,,
275,7.44405272,1624.028014,5,with,with,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
276,10.25777197,87.4059227,9,without,without,without,SAG,12.27641874,5,without,,HPGR_Fines,27,0.69092156,,,,
277,7.562808726,546.6264703,0,with,without,without,CAHM,14.3291247,4,,,HPGR_Fines,27,0.755606364,,,,
278,9.497409078,71.46857937,9,without,without,without,CAHM,11.1216273,8,,,Mono_Roll,27,0.7,,,,
279,11.93668998,85.17313169,9,without,without,without,CAHM,12.27641874,8,,,Mono_Roll,31,0.7,,,,
280,9.380790432,142.735598,10,with,without,without,SAG,11.87892734,9,with,9,HPGR_Fines,33,0.745200627,,,,
281,8.006990418,550.9621152,1,without,with,without,CAHM,10.30012436,8,,,HPGR_Fines,31,0.69092156,,,,
282,16.24247546,60.6973841,9,without,with,without,SAG,15.11344659,4,with,0,BallMill,27,0.7,,,,
283,17.98903262,67.82931001,9,without,with,without,SAG,15.36510088,4,without,,BallMill,30,0.7,,,,
284,15.74399716,58.57031225,9,without,with,without,SAG,14,5,without,,BallMill,27,0.7,,,,
285,11.53005475,89.95611824,9,with,with,without,SAG,14.3291247,4,without,,Mono_Roll,27,0.7,,,,
286,9.143586937,642.1382792,0,with,with,without,HPGR,,1,,,HPGR_Fines,31,0.779763756,,0,3.488440232,1.639052891
287,12.22908174,78.04074331,10,with,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
288,13.74919703,678.8245204,1,with,without,without,HPGR,,4,,,Mono_Roll,31,0.737723744,,6,3.470760632,2.139907328
289,9.80220217,110.4250849,10,with,without,without,SAG,16.41870453,4,with,5,HPGR_Fines,27,0.737723744,,,,
290,8.198298121,104.3997999,9,without,with,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
291,7.556826042,109.5338196,9,without,without,without,CAHM,10.58718869,6,,,HPGR_Fines,29,0.69092156,,,,
292,8.772497907,2306.215341,3,with,without,with,CAHM,13.41152749,2,,,HPGR_Fines,31,0.745200627,8,,,
293,7.44405272,128.6874409,9,with,with,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
294,12.95445733,137.8183028,9,with,without,without,CAHM,11.29704399,4,,,Mono_Roll,37,0.69092156,,,,
295,12.31813081,109.6343478,9,without,without,without,SAG,14,8,without,,HPGR_Fines,31,0.7,,,,
296,8.691730465,215.1479707,9,with,without,without,HPGR,,4,,,HPGR_Fines,32,0.68482622,,0,2.422683991,0.627976984
297,7.088203836,99.46706987,9,without,without,without,CAHM,11.53809621,4,,,HPGR_Fines,27,0.7,,,,
298,12.42743263,115.5609075,9,without,with,without,SAG,15.26511836,4,without,,HPGR_Fines,31,0.7,,,,
299,15.83365957,55.80315998,9,without,without,without,SAG,14,4,with,0,BallMill,27,0.7,,,,
300,8.165134122,626.650171,8,without,without,without,CAHM,14.3291247,1,,,HPGR_Fines,27,0.7,,,,
301,7.474354281,99.58066226,9,without,without,without,CAHM,12.27641874,4,,,HPGR_Fines,27,0.7,,,,
302,14.48385588,56.11261413,9,without,without,without,SAG,12.3959496,4,with,9,BallMill,27,0.7,,,,
303,9.570125239,116.4934484,9,with,with,without,SAG,14,5,without,,HPGR_Fines,27,0.7,,,,
304,7.684515238,140.7469985,9,with,without,with,CAHM,10.58718869,1,,,HPGR_Fines,29,0.69092156,9,,,
305,14.14192489,67.30704015,9,without,with,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
306,9.712936926,72.66649027,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.698849281,,,,
307,12.34483011,65.98559832,9,without,without,without,CAHM,14,4,,,BallMill,27,0.7,,,,
308,11.05969479,495.4034791,0,without,without,without,CAHM,14.3291247,4,,,Mono_Roll,27,0.755606364,,,,
309,15.77393619,53.0687268,9,without,without,without,SAG,14,8,without,,BallMill,27,0.7,,,,
310,11.70091134,1583.119353,5,with,without,without,SAG,15.36510088,4,with,1,Mono_Roll,27,0.689877624,,,,
311,6.986730818,134.7638232,9,with,without,without,CAHM,10.58718869,4,,,HPGR_Fines,29,0.7,,,,
312,10.24395858,160.4725256,9,with,without,without,HPGR,,6,,,Mono_Roll,27,0.7,,0,2.422683991,0.627976984
313,10.68260144,95.06157221,9,with,with,without,CAHM,14,4,,,BallMill,27,0.7,,,,
314,10.89658193,1572.772293,5,without,with,without,CAHM,14.3291247,4,,,Mono_Roll,27,0.730541648,,,,
315,9.502129568,121.724251,9,without,with,without,CAHM,15.36510088,6,,,HPGR_Fines,30,0.739347563,,,,
316,15.83365957,57.248918,9,without,without,without,SAG,14,2,with,0,BallMill,27,0.7,,,,
317,17.49543285,67.75037292,9,without,with,without,SAG,14,4,without,,BallMill,30,0.694028536,,,,
318,11.26780455,77.99592664,9,without,without,without,CAHM,15.36510088,1,,,Mono_Roll,27,0.746059731,,,,
319,14.15788629,62.52833372,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
320,14.56299613,113.6326102,9,without,without,without,HPGR,,1,,,BallMill,27,0.7,,3,4.029837178,0.866888077
321,9.583035735,1617.795424,5,with,with,without,SAG,14,1,with,6,HPGR_Fines,27,0.7,,,,
322,8.037860381,105.6686887,9,without,with,without,CAHM,15.08760684,2,,,HPGR_Fines,27,0.7,,,,
323,7.464274456,104.827311,9,without,without,without,CAHM,12.27641874,1,,,HPGR_Fines,27,0.697064243,,,,
324,14.51928879,62.66695253,9,without,without,without,SAG,15.36510088,5,with,9,Mono_Roll,27,0.7,,,,
325,7.558729503,1623.85307,5,with,with,without,CAHM,16.71300799,4,,,HPGR_Fines,27,0.7,,,,
326,10.9229602,86.76591704,9,with,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
327,13.74195671,90.73515196,9,with,without,without,SAG,17.02821625,1,with,0,BallMill,29,0.69092156,,,,
328,12.82099663,83.12715392,9,with,with,without,SAG,14,5,with,4,BallMill,27,0.7,,,,
329,14.74079449,66.25963838,9,without,without,without,SAG,15.95780042,1,without,,Mono_Roll,27,0.7,,,,
330,7.562808726,546.6264703,0,with,without,without,CAHM,14.3291247,4,,,HPGR_Fines,27,0.755606364,,,,
331,10.38032111,992.7632457,0,with,without,without,CAHM,12.15759161,1,,,BallMill,27,0.745200627,,,,
332,8.155549526,524.3876591,1,without,without,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
333,7.944422368,140.2772629,10,without,without,without,HPGR,,4,,,HPGR_Fines,27,0.7,,3,2.67854023,1.247328436
334,12.76213733,59.75154405,9,without,without,without,SAG,12.27641874,8,without,,Mono_Roll,27,0.7,,,,
335,11.32856369,1410.574451,6,with,without,without,SAG,10.58718869,4,with,0,BallMill,27,0.69092156,,,,
336,14.15788629,60.52833372,10,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.7,,,,
337,9.720205277,71.58024646,9,without,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.7,,,,
338,10.02456055,71.4916829,9,without,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.744442792,,,,
339,11.3724212,990.7665255,7,without,without,without,CAHM,11.87892734,8,,,BallMill,27,0.7,,,,
340,16.24247546,60.6973841,9,without,with,without,SAG,15.11344659,4,with,0,BallMill,27,0.7,,,,
341,15.77393619,61.25532287,2,without,without,without,SAG,14,4,without,,BallMill,27,0.7,,,,
342,7.443626052,99.59991521,9,without,without,without,CAHM,12.27641874,4,,,HPGR_Fines,27,0.69092156,,,,
343,9.743150915,96.99071186,9,with,without,without,CAHM,15.36510088,4,,,Mono_Roll,27,0.720901192,,,,
344,9.957355976,71.58409705,9,without,without,without,CAHM,12.27641874,8,,,Mono_Roll,27,0.7,,,,
345,10.58810859,88.22703223,10,with,without,without,CAHM,14,4,,,BallMill,27,0.7,,,,
346,6.809254582,123.8374985,9,with,without,without,CAHM,11.87892734,4,,,HPGR_Fines,27,0.7,,,,
347,8.158023238,522.4235423,0,without,without,without,CAHM,14.08468645,4,,,HPGR_Fines,27,0.7,,,,
348,14.40710194,106.9166409,10,without,without,without,CAHM,11.87892734,8,,,Mono_Roll,36,0.7,,,,
349,9.476234365,74.01405826,9,without,without,without,CAHM,11.53809621,2,,,Mono_Roll,27,0.694643113,,,,
350,7.474354281,98.49634375,9,without,without,without,CAHM,12.27641874,8,,,HPGR_Fines,27,0.7,,,,
351,7.477665896,99.58066226,9,without,without,without,CAHM,12.3959496,4,,,HPGR_Fines,27,0.7,,,,
352,12.34763191,69.67998624,9,without,with,without,CAHM,14,8,,,BallMill,27,0.7,,,,
353,7.069151052,98.38467665,9,without,without,without,CAHM,11.1216273,8,,,HPGR_Fines,27,0.697064243,,,,
354,11.36996847,614.1882089,8,without,with,without,SAG,15.95780042,4,without,,HPGR_Fines,27,0.690778497,,,,
355,10.66918219,71.62645353,9,without,without,without,CAHM,14,8,,,Mono_Roll,27,0.7,,,,
356,7.705437499,1102.389975,9,with,without,without,HPGR,,4,,,HPGR_Fines,28,0.7,,5,3.58876649,1.698309119
357,8.882261627,613.3783947,10,with,without,without,HPGR,,4,,,HPGR_Fines,27,0.745200627,,7,2.350132317,3.106849106
358,12.34483011,64.9012798,9,without,without,without,CAHM,14,8,,,BallMill,27,0.7,,,,
359,7.146746028,1598.511658,5,without,with,without,CAHM,11.87892734,8,,,HPGR_Fines,27,0.7,,,,
360,10.61466498,72.73195029,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.69092156,,,,
361,6.612206476,123.8047685,9,with,without,without,CAHM,10.58718869,4,,,HPGR_Fines,27,0.68666213,,,,
362,8.155549526,99.62301874,9,without,without,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
363,10.04484923,89.29425802,9,without,without,without,SAG,11.07863184,4,with,0,HPGR_Fines,27,0.7,,,,
364,9.394319517,102.3978833,9,with,without,without,CAHM,11.87892734,8,,,Mono_Roll,29,0.7,,,,
365,10.04691337,87.85139325,9,without,without,without,SAG,12.78044373,5,with,6,HPGR_Fines,27,0.7,,,,
366,11.1227369,89.90409862,9,with,without,without,CAHM,15.36510088,5,,,BallMill,27,0.720901192,,,,
367,15.72122982,55.84359117,9,without,without,without,SAG,14,4,with,0,BallMill,27,0.682584561,,,,
368,14.48347387,60.18384631,9,without,with,without,SAG,12.78044373,5,with,0,BallMill,27,0.7,,,,
369,7.570476469,2184.146062,3,without,without,without,CAHM,12.78044373,4,,,HPGR_Fines,27,0.768494138,,,,
370,14.48385588,56.11261413,9,without,without,without,SAG,12.3959496,4,with,9,BallMill,27,0.7,,,,
371,7.313308081,123.8548262,9,with,without,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
372,7.088203836,99.46706987,9,without,without,without,CAHM,11.53809621,4,,,HPGR_Fines,27,0.7,,,,
373,14.06945219,62.57261549,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.680727584,,,,
374,12.5700282,2206.70641,6,with,without,without,SAG,11.87892734,8,with,0,BallMill,29,0.745200627,,,,
375,15.83365957,57.248918,9,without,without,without,SAG,14,2,with,0,BallMill,27,0.7,,,,
376,9.398304234,111.9953191,9,with,without,without,SAG,14,4,without,,HPGR_Fines,27,0.745200627,,,,
377,12.76213733,59.75154405,9,without,without,without,SAG,12.27641874,8,without,,Mono_Roll,27,0.7,,,,
378,15.83365957,1916.172488,4,without,without,without,SAG,14,4,with,9,BallMill,27,0.7,,,,
379,8.31396538,104.3401157,9,without,with,without,CAHM,14.3291247,4,,,HPGR_Fines,27,0.730541648,,,,
380,10.09344774,250.6826036,9,without,without,with,CAHM,12.27641874,4,,,HPGR_Fines,27,0.7,6,,,
381,12.76326744,70.4775186,9,without,without,without,CAHM,12.27641874,6,,,BallMill,29,0.69092156,,,,
382,11.53829804,1064.838473,7,without,without,without,HPGR,,8,,,Mono_Roll,27,0.69092156,,0,4.058418253,1.464364196
383,9.417401281,95.86981274,9,with,without,without,CAHM,14.3291247,8,,,Mono_Roll,27,0.7,,,,
384,14.45209625,54.10106236,9,without,without,without,SAG,12.39324995,4,without,,BallMill,27,0.7,,,,
385,9.541192319,502.1135723,1,without,with,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.698849281,,,,
386,11.58458801,87.79046574,9,without,without,without,SAG,14,4,without,,HPGR_Fines,27,0.7,,,,
387,14.47037682,60.66888023,10,without,without,without,SAG,14.44353326,4,with,0,Mono_Roll,27,0.7,,,,
388,14.09828827,60.87821905,9,without,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
389,8.398996673,109.6062753,9,without,with,without,CAHM,15.33793816,1,,,HPGR_Fines,27,0.697064243,,,,
390,14.41567128,62.43399428,9,without,without,without,SAG,14,4,with,0,Mono_Roll,27,0.747113693,,,,
391,7.474354281,104.8215351,9,without,without,without,CAHM,12.27641874,1,,,HPGR_Fines,27,0.7,,,,
392,16.07938443,53.10915799,9,without,without,without,SAG,16.66967097,8,without,,BallMill,27,0.7,,,,
393,8.715292178,133.3265754,9,with,with,without,SAG,10.58718869,4,with,2,HPGR_Fines,29,0.7,,,,
394,8.288411487,1695.091676,5,with,with,with,CAHM,14.3291247,4,,,HPGR_Fines,27,0.730541648,8,,,
395,12.36307883,593.8156225,8,without,with,without,CAHM,14.3291247,2,,,BallMill,27,0.7,,,,
396,11.60411324,79.0482384,9,without,without,without,CAHM,14,4,,,Mono_Roll,29,0.7,,,,
397,10.57138168,100.3586855,9,without,without,without,SAG,10.58718869,4,with,9,HPGR_Fines,29,0.74697722,,,,
398,6.666404133,128.6373832,9,with,with,without,CAHM,10.58718869,4,,,HPGR_Fines,27,0.7,,,,
399,12.61916477,79.84023725,9,with,without,without,SAG,14,2,without,,BallMill,27,0.7,,,,
400,9.417401281,95.86981274,9,with,without,without,CAHM,14.3291247,8,,,Mono_Roll,27,0.7,,,,
401,14.01756999,60.91865024,9,without,without,without,SAG,14,4,without,,Mono_Roll,27,0.682584561,,,,
402,14.09828827,60.87821905,9,without,without,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
403,12.76781245,60.83778786,9,without,without,without,SAG,12.3959496,4,without,,Mono_Roll,27,0.7,,,,
404,18.1862588,67.70037173,10,without,without,without,SAG,14.14442307,4,without,,BallMill,33,0.7,,,,
405,7.474354281,1593.836917,5,without,without,without,CAHM,12.27641874,8,,,HPGR_Fines,27,0.7,,,,
406,14.00944773,59.83818231,9,without,without,without,SAG,14,8,without,,Mono_Roll,27,0.680727584,,,,
407,12.34483011,64.9012798,9,without,without,without,CAHM,14,8,,,BallMill,27,0.7,,,,
408,54.66062883,22729.93274,9,without,without,with,CAHM,11.53809621,2,,,Mono_Roll,27,0.694643113,3,,,
409,11.11866081,95.65746453,9,with,without,without,CAHM,13.53735295,4,,,BallMill,29,0.7,,,,
410,7.079318085,99.46321928,9,without,without,without,CAHM,11.1216273,4,,,HPGR_Fines,27,0.7,,,,
411,9.648598865,114.6105433,9,with,without,with,SAG,12.39324995,4,without,,HPGR_Fines,27,0.7,8,,,
412,9.720205277,71.58024646,9,without,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.7,,,,
413,15.55531161,58.74718141,9,without,with,without,SAG,15.95780042,4,without,,BallMill,27,0.7,,,,
414,12.72882075,59.61677342,9,without,without,without,SAG,11.87892734,8,without,,Mono_Roll,27,0.768689088,,,,
415,7.088203836,99.46706987,9,without,without,without,CAHM,11.53809621,4,,,HPGR_Fines,27,0.7,,,,
416,194.8144529,33247.84346,9,without,without,with,CAHM,12.27641874,8,,,HPGR_Fines,27,0.7,0,,,
417,10.66918219,72.71077205,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.7,,,,
418,9.743150915,97.53287111,9,with,without,without,CAHM,15.36510088,3,,,Mono_Roll,27,0.720901192,,,,
419,17.31775577,57.12195051,10,without,without,without,SAG,15.74704706,8,with,7,BallMill,29,0.7,,,,
420,9.903523608,70.68766851,10,without,without,without,CAHM,12.33223549,4,,,Mono_Roll,27,0.69092156,,,,
421,11.6439936,87.44058041,10,without,without,without,SAG,14,4,with,0,HPGR_Fines,27,0.7,,,,
422,8.741372679,93.85248509,10,with,without,without,CAHM,11.87238384,8,,,Mono_Roll,27,0.7,,,,
423,9.914088777,101.7982977,9,with,with,without,CAHM,15.36510088,4,,,Mono_Roll,27,0.762807534,,,,
424,9.720205277,71.58024646,9,without,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.7,,,,
425,9.417401281,95.86981274,9,with,without,without,CAHM,14.3291247,8,,,Mono_Roll,27,0.7,,,,
426,11.25914388,120.7746048,9,with,without,without,CAHM,11.87892734,8,,,Mono_Roll,34,0.7,,,,
427,14.09828827,59.79390053,9,without,without,without,SAG,14,8,without,,Mono_Roll,27,0.7,,,,
428,8.729507692,95.82168038,9,with,without,without,CAHM,12.33223549,8,,,Mono_Roll,27,0.7,,,,
429,9.650126051,71.50130938,9,without,without,without,CAHM,11.26967655,8,,,Mono_Roll,27,0.69092156,,,,
430,12.34763191,69.67998624,9,without,with,without,CAHM,14,8,,,BallMill,27,0.7,,,,
431,12.34763191,70.76430475,9,without,with,without,CAHM,14,4,,,BallMill,27,0.7,,,,
432,14.38152392,61.46080949,9,without,without,without,SAG,16.66967097,3,without,,Mono_Roll,27,0.7,,,,
433,9.622407792,87.63451687,9,without,without,without,SAG,11.53809621,4,without,,HPGR_Fines,27,0.7,,,,
434,14.0843482,65.65692548,9,without,with,without,SAG,14,4,without,,Mono_Roll,27,0.7,,,,
435,14.2756013,55.74925173,9,without,without,without,SAG,12.27641874,4,with,0,BallMill,27,0.682584561,,,,
436,10.34329252,90.38028232,9,without,without,without,SAG,12.3959496,4,with,1,HPGR_Fines,27,0.7,,,,
437,8.741687047,93.85248509,10,with,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.7,,,,
438,8.155549526,99.62301874,9,without,without,without,CAHM,14,4,,,HPGR_Fines,27,0.7,,,,
439,14.53375343,61.31502046,9,without,without,without,SAG,14,8,with,0,Mono_Roll,27,0.765954418,,,,
440,8.725399936,101.7482401,9,with,with,without,CAHM,12.39324995,4,,,Mono_Roll,27,0.7,,,,
441,15.80169064,60.22042691,9,without,with,without,SAG,14,5,with,0,BallMill,27,0.7,,,,
442,8.936351463,93.82745626,10,with,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.745200627,,,,
443,9.985333715,77.44904729,9,without,with,without,CAHM,12.39324995,4,,,Mono_Roll,27,0.7,,,,
444,10.75449023,509.4997502,1,with,without,without,SAG,12.78044373,5,without,,Mono_Roll,27,0.720901192,,,,
445,10.70007094,92.03705811,9,with,without,without,SAG,10.58718869,4,with,5,Mono_Roll,29,0.7,,,,
446,11.38038456,64.78576212,9,without,without,without,CAHM,12.78044373,8,,,BallMill,27,0.7,,,,
447,12.31518502,1401.351921,6,without,with,without,CAHM,14,4,,,BallMill,27,0.695849313,,,,
448,12.76213733,60.83586256,9,without,without,without,SAG,12.27641874,4,without,,Mono_Roll,27,0.7,,,,
449,10.66918219,72.71077205,9,without,without,without,CAHM,14,4,,,Mono_Roll,27,0.7,,,,
450,9.959425356,69.58409705,10,without,without,without,CAHM,12.33223549,8,,,Mono_Roll,27,0.7,,,,
451,12.71819995,1919.79024,4,without,without,without,SAG,12.33223549,8,without,,Mono_Roll,27,0.69092156,,,,
452,9.558777614,609.438124,8,without,without,without,SAG,10.58718869,4,without,,HPGR_Fines,27,0.68666213,,,,
453,9.909976908,73.00253571,9,without,without,without,CAHM,11.1216273,8,,,Mono_Roll,28,0.697064243,,,,
454,10.66918219,71.62645353,9,without,without,without,CAHM,14,8,,,Mono_Roll,27,0.7,,,,
455,12.72882075,59.61677342,9,without,without,without,SAG,11.87892734,8,without,,Mono_Roll,27,0.768689088,,,,
456,11.61275249,64.85892332,9,without,without,without,CAHM,12.27641874,8,,,BallMill,27,0.7,,,,
457,9.998608447,90.72298442,9,with,without,without,CAHM,12.33223549,3,,,BallMill,27,0.7,,,,
458,8.936351463,95.82745626,9,with,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.745200627,,,,
459,9.509380313,71.47242996,9,without,without,without,CAHM,11.53809621,8,,,Mono_Roll,27,0.7,,,,
460,7.114273618,140.0412766,9,with,without,without,CAHM,11.87892734,1,,,HPGR_Fines,29,0.69092156,,,,
461,13.95379446,53.02251973,9,without,without,without,SAG,11.87892734,8,without,,BallMill,27,0.7,,,,
462,9.712936926,72.66649027,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.698849281,,,,
463,14.55148004,60.19893989,9,without,without,without,SAG,14,8,with,6,Mono_Roll,27,0.768689088,,,,
464,9.720205277,72.66456497,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.7,,,,
465,12.76213733,59.75154405,9,without,without,without,SAG,12.27641874,8,without,,Mono_Roll,27,0.7,,,,
466,7.269895976,98.39815372,9,without,without,without,CAHM,11.30411068,8,,,HPGR_Fines,27,0.697064243,,,,
467,12.41522251,141.9755006,9,with,with,without,HPGR,,4,,,BallMill,27,0.7,,4,2.329232421,1.028670502
468,13.95379446,54.10683824,9,without,without,without,SAG,11.87892734,4,without,,BallMill,27,0.7,,,,
469,11.54251997,63.96249478,10,without,without,without,CAHM,12.33223549,4,,,BallMill,27,0.69092156,,,,
470,12.55539549,64.84929684,9,without,without,without,CAHM,14,8,,,BallMill,27,0.725106336,,,,
471,12.20997448,66.0260295,9,without,without,without,CAHM,14,4,,,BallMill,27,0.682584561,,,,
472,12.02828719,59.63602637,9,without,without,without,SAG,11.1216273,8,without,,Mono_Roll,27,0.7,,,,
473,14.41753385,54.11068883,9,without,without,without,SAG,12.27641874,4,without,,BallMill,27,0.7,,,,
474,6.753010831,122.6915706,9,with,without,without,CAHM,10.58718869,8,,,HPGR_Fines,27,0.744442792,,,,
475,10.65730635,72.70884675,9,without,without,without,CAHM,13.69188802,4,,,Mono_Roll,27,0.7,,,,
476,11.30782951,65.88740829,9,without,without,without,CAHM,12.78044373,4,,,BallMill,27,0.69092156,,,,
477,11.35868012,78.33864569,9,with,without,without,SAG,10.58718869,4,without,,BallMill,27,0.7,,,,
478,9.558777614,87.65376982,9,without,without,without,SAG,10.58718869,4,without,,HPGR_Fines,27,0.68666213,,,,
479,9.720205277,71.58024646,9,without,without,without,CAHM,11.87892734,8,,,Mono_Roll,27,0.7,,,,
480,9.663719732,72.68381792,9,without,without,without,CAHM,11.87892734,4,,,Mono_Roll,27,0.69092156,,,,
481,14.15788629,61.4440152,9,without,without,without,SAG,14,8,with,0,Mono_Roll,27,0.7,,,,
482,12.0008046,1361.549721,9,without,without,without,CAHM,11.87892734,8,,,BallMill,27,0.768689088,,,,
483,9.476234365,72.56830024,9,without,without,without,CAHM,11.53809621,4,,,Mono_Roll,27,0.694643113,,,,
484,16.07938443,54.1934765,9,without,without,without,SAG,16.66967097,4,without,,BallMill,27,0.7,,,,
485,10.26453967,69.49553349,10,without,without,without,CAHM,12.27641874,8,,,Mono_Roll,27,0.745200627,,,,
486,13.99168271,55.69534348,9,without,without,without,SAG,11.53809621,4,with,0,BallMill,27,0.682584561,,,,
487,9.748228495,150.4160902,9,without,without,without,CAHM,11.53809621,4,,,HPGR_Fines,35,0.768689088,,,,
488,9.47879748,71.46665407,9,without,without,without,CAHM,10.58718869,8,,,Mono_Roll,27,0.7,,,,
489,13.64062564,52.91085264,9,without,without,without,SAG,11.1216273,8,without,,BallMill,27,0.7,,,,
490,7.781643735,109.6069808,9,without,without,without,CAHM,11.87892734,6,,,HPGR_Fines,29,0.7,,,,
491,8.89994276,172.6293822,2,with,without,without,CAHM,15.82698911,4,,,HPGR_Fines,34,0.7,,,,
